title,price_gbp,price_excl_tax_gbp,price_incl_tax_gbp,tax_gbp,availability,rating,rating_numeric,number_of_reviews,product_type,UPC,product_url
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,52.86,52.86,0.0,In stock,Two,2,0,Books,d48c1369927ebef1,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
Future Shock (Future Shock #1),55.65,55.65,55.65,0.0,In stock,Five,5,0,Books,df6a7c43faa6732b,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html
Ender's Game (The Ender Quintet #1),43.64,43.64,43.64,0.0,In stock,One,1,0,Books,e049d44c4f1cf1b2,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,28.41,28.41,0.0,In stock,One,1,0,Books,0c11e2d068768dbb,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
Death by Leisure: A Cautionary Tale,37.51,37.51,37.51,0.0,In stock,Four,4,0,Books,4dbd54d9e36c9566,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
Brilliant Beacons: A History of the American Lighthouse,11.45,11.45,11.45,0.0,In stock,Three,3,0,Books,7f5157bf53065d36,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
Brazen: The Courage to Find the You That's Been Hiding,19.22,19.22,19.22,0.0,In stock,Two,2,0,Books,77e9ea355bd8ae57,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
Between the World and Me,56.91,56.91,56.91,0.0,In stock,Four,4,0,Books,04e3de7ac35ec5cd,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
Being Mortal: Medicine and What Matters in the End,55.06,55.06,55.06,0.0,In stock,Four,4,0,Books,15ebd83e53d0391b,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
"A Murder Over a Girl: Justice, Gender, Junior High",13.2,13.2,13.2,0.0,In stock,Three,3,0,Books,fef91502cbacf23a,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
32 Yolks,53.63,53.63,53.63,0.0,In stock,Two,2,0,Books,b1a227b7609ff263,https://books.toscrape.com/catalogue/32-yolks_510/index.html
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,44.48,44.48,0.0,In stock,Five,5,0,Books,f16c2edb2a603f92,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,12.08,12.08,0.0,In stock,Three,3,0,Books,88ec621893e595d0,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
Wildlife of New York: A Five-Borough Coloring Book,22.14,22.14,22.14,0.0,In stock,Two,2,0,Books,b46d022080543144,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,25.37,25.37,0.0,In stock,Five,5,0,Books,9735c969c652dd89,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,46.33,46.33,0.0,In stock,Two,2,0,Books,48cb52d78c992487,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
Under the Tuscan Sun,37.33,37.33,37.33,0.0,In stock,Three,3,0,Books,a94350ee74deaa07,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html
Toddlers Are A**holes: It's Not Your Fault,25.55,25.55,25.55,0.0,In stock,One,1,0,Books,4242cc3d0437db12,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,34.72,34.72,0.0,In stock,One,1,0,Books,4a0b78598b42897a,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
The Whale,35.96,35.96,35.96,0.0,In stock,Four,4,0,Books,0ff9d10864db8364,https://books.toscrape.com/catalogue/the-whale_501/index.html
The Story of Art,41.14,41.14,41.14,0.0,In stock,Four,4,0,Books,9147c5251cc99eb1,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html
The Origin of Species,10.01,10.01,10.01,0.0,In stock,Four,4,0,Books,0345872b14f9e774,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html
The Great Gatsby,36.05,36.05,36.05,0.0,In stock,Four,4,0,Books,a8dbf1c6b41b885a,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html
The Good Girl,49.03,49.03,49.03,0.0,In stock,Three,3,0,Books,f935412970c9f58f,https://books.toscrape.com/catalogue/the-good-girl_497/index.html
The Glass Castle,16.24,16.24,16.24,0.0,In stock,One,1,0,Books,47f4fd3e8e1dac05,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,39.55,39.55,0.0,In stock,One,1,0,Books,57f85720e54d6442,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
The Drowning Girls,35.67,35.67,35.67,0.0,In stock,Three,3,0,Books,7a10353c9c54cf7c,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html
The Constant Princess (The Tudor Court #1),16.62,16.62,16.62,0.0,In stock,Three,3,0,Books,24933c712f0bca2f,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html
The Bourne Identity (Jason Bourne #1),42.78,42.78,42.78,0.0,In stock,Four,4,0,Books,d250657f0ebc5d73,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,52.3,52.3,0.0,In stock,Five,5,0,Books,20789fb17b423c4c,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html
The Art Book,32.34,32.34,32.34,0.0,In stock,Two,2,0,Books,4b8fa561a1e52d1c,https://books.toscrape.com/catalogue/the-art-book_490/index.html
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,33.17,33.17,0.0,In stock,Four,4,0,Books,5fbd03b1ac0a0e69,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,20.12,20.12,0.0,In stock,Five,5,0,Books,ba047a636b7d3793,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,20.9,20.9,0.0,In stock,Two,2,0,Books,8776181be110838a,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html
"Sit, Stay, Love",20.9,20.9,20.9,0.0,In stock,Three,3,0,Books,bd087cf6a846db75,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html
Sister Dear,40.2,40.2,40.2,0.0,In stock,Four,4,0,Books,7ffebdd1d5148aef,https://books.toscrape.com/catalogue/sister-dear_485/index.html
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,52.87,52.87,0.0,In stock,Three,3,0,Books,9639e89d20228e6e,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
"Rich Dad, Poor Dad",51.74,51.74,51.74,0.0,In stock,One,1,0,Books,8486f61aa81a3daa,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
Raymie Nightingale,34.41,34.41,34.41,0.0,In stock,Two,2,0,Books,31c56c4d0fe19340,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html
Playing from the Heart,32.38,32.38,32.38,0.0,In stock,One,1,0,Books,68008abf6409dfde,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html
Nightstruck: A Novel,50.35,50.35,50.35,0.0,In stock,Four,4,0,Books,746029796363aa51,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,11.38,11.38,0.0,In stock,Five,5,0,Books,924438fc6cbec836,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
Meternity,43.58,43.58,43.58,0.0,In stock,Three,3,0,Books,725cd8d23d78cdca,https://books.toscrape.com/catalogue/meternity_478/index.html
Memoirs of a Geisha,49.67,49.67,49.67,0.0,In stock,Three,3,0,Books,dac4b5847454fd9b,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html
Like Never Before (Walker Family #2),28.77,28.77,28.77,0.0,In stock,Two,2,0,Books,b6670507e85b30e6,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
Life of Pi,13.22,13.22,13.22,0.0,In stock,Four,4,0,Books,40cdcbb7692fd408,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
Leave This Song Behind: Teen Poetry at Its Best,51.17,51.17,51.17,0.0,In stock,Five,5,0,Books,b74ee891e2a6dd69,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
King's Folly (The Kinsman Chronicles #1),39.61,39.61,39.61,0.0,In stock,Five,5,0,Books,4c82371b8cd02d4d,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
John Adams,57.43,57.43,57.43,0.0,In stock,Four,4,0,Books,68407606544d6f22,https://books.toscrape.com/catalogue/john-adams_472/index.html
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,46.01,46.01,0.0,In stock,Four,4,0,Books,2a9fcb3382d351c8,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,28.25,28.25,0.0,In stock,Two,2,0,Books,eff5710404e2ff78,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
Good in Bed (Cannie Shapiro #1),37.05,37.05,37.05,0.0,In stock,Five,5,0,Books,c00bc29a678a6efb,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,19.57,19.57,0.0,In stock,One,1,0,Books,de6d7645f192d517,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,45.13,45.13,0.0,In stock,Three,3,0,Books,2e40333991f56f45,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
Finding God in the Ruins: How God Redeems Pain,46.64,46.64,46.64,0.0,In stock,Two,2,0,Books,4e78f06160b717ac,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
Every Heart a Doorway (Every Heart A Doorway #1),12.16,12.16,12.16,0.0,In stock,Five,5,0,Books,4fa75fc6829431ca,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html
Delivering the Truth (Quaker Midwife Mystery #1),20.89,20.89,20.89,0.0,In stock,Four,4,0,Books,4e980425468708da,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html
Counted With the Stars (Out from Egypt #1),17.97,17.97,17.97,0.0,In stock,Five,5,0,Books,4807043b8218e9ce,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
"Chronicles, Vol. 1",52.6,52.6,52.6,0.0,In stock,Two,2,0,Books,4781b6bfd6f7a2c5,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,25.77,25.77,0.0,In stock,One,1,0,Books,a322361a37a78d3d,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
Benjamin Franklin: An American Life,48.19,48.19,48.19,0.0,In stock,Three,3,0,Books,5b546a46a86a9d8c,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,29.93,29.93,0.0,In stock,Five,5,0,Books,6b52904b2ab91bf6,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html
A Summer In Europe,44.34,44.34,44.34,0.0,In stock,Two,2,0,Books,cc1936a9f4e93477,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html
A Short History of Nearly Everything,52.4,52.4,52.4,0.0,In stock,Five,5,0,Books,6c7fa6844380f50a,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html
A Gathering of Shadows (Shades of Magic #2),44.81,44.81,44.81,0.0,In stock,Four,4,0,Books,d1378a0ad06ff979,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html
The Sound Of Love,57.84,57.84,57.84,0.0,In stock,Five,5,0,Books,5ba3d703d1ae0c1d,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,39.67,39.67,0.0,In stock,Two,2,0,Books,774fa432bd7d9c47,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html
The Perks of Being a Wallflower,55.02,55.02,55.02,0.0,In stock,Three,3,0,Books,fd364afd082f5446,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,24.8,24.8,0.0,In stock,Four,4,0,Books,2da5edf8b5776c9a,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,59.45,59.45,0.0,In stock,Four,4,0,Books,60376aa71be66083,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
The Makings of a Fatherless Child,31.58,31.58,31.58,0.0,In stock,Two,2,0,Books,2efa5a839e62b1bd,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html
The Joy of Cooking,43.27,43.27,43.27,0.0,In stock,Four,4,0,Books,d326e189b1210916,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html
The Invention of Wings,37.34,37.34,37.34,0.0,In stock,One,1,0,Books,e6635f5b0a2c78db,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html
The Hobbit (Middle-Earth Universe),17.8,17.8,17.8,0.0,In stock,Five,5,0,Books,72b5355dda190b6a,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html
The Great Railway Bazaar,30.54,30.54,30.54,0.0,In stock,One,1,0,Books,48736df57e7bec9f,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html
The Golden Compass (His Dark Materials #1),18.77,18.77,18.77,0.0,In stock,One,1,0,Books,d33824cb93ecab6f,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html
The God Delusion,46.85,46.85,46.85,0.0,In stock,Three,3,0,Books,2bc80eba94950873,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html
The Girl You Left Behind (The Girl You Left Behind #1),15.79,15.79,15.79,0.0,In stock,One,1,0,Books,eb7459e0c570251d,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
The Fellowship of the Ring (The Lord of the Rings #1),10.27,10.27,10.27,0.0,In stock,Two,2,0,Books,cb17945cb90b7837,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,15.42,15.42,0.0,In stock,Five,5,0,Books,3d250ab0f12be445,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
The Barefoot Contessa Cookbook,59.92,59.92,59.92,0.0,In stock,Five,5,0,Books,6478ccb4416e6a5d,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html
Tell the Wolves I'm Home,50.96,50.96,50.96,0.0,In stock,Two,2,0,Books,2a1b3d967cda1da2,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,30.6,30.6,0.0,In stock,Three,3,0,Books,8d8e9f9b8730eb25,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html
Pride and Prejudice,19.27,19.27,19.27,0.0,In stock,Four,4,0,Books,720c36b2bee4692e,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html
Musicophilia: Tales of Music and the Brain,46.58,46.58,46.58,0.0,In stock,One,1,0,Books,6d235933670503d9,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html
Mere Christianity,48.51,48.51,48.51,0.0,In stock,Three,3,0,Books,f38f37ed934d84b2,https://books.toscrape.com/catalogue/mere-christianity_435/index.html
Me Before You (Me Before You #1),19.02,19.02,19.02,0.0,In stock,One,1,0,Books,7a2b51f69e81c722,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html
In the Woods (Dublin Murder Squad #1),38.38,38.38,38.38,0.0,In stock,Two,2,0,Books,6958de044cb28a84,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html
In Cold Blood,49.98,49.98,49.98,0.0,In stock,Four,4,0,Books,fe0f34ebed689381,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html
How to Stop Worrying and Start Living,46.49,46.49,46.49,0.0,In stock,Five,5,0,Books,e792c0969cefe1b8,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
Give It Back,18.32,18.32,18.32,0.0,In stock,Two,2,0,Books,012170e4fc87ace0,https://books.toscrape.com/catalogue/give-it-back_430/index.html
"Girl, Interrupted",42.14,42.14,42.14,0.0,In stock,Three,3,0,Books,384c7d41d5ffe9d1,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html
Fun Home: A Family Tragicomic,56.59,56.59,56.59,0.0,In stock,Four,4,0,Books,56a34d0cec11d6b0,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,20.96,20.96,0.0,In stock,Four,4,0,Books,97258f576d4bb672,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html
Deception Point,40.32,40.32,40.32,0.0,In stock,Four,4,0,Books,4e3b183180e2a992,https://books.toscrape.com/catalogue/deception-point_426/index.html
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,36.39,36.39,0.0,In stock,Three,3,0,Books,6e06d0f00f6da20f,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html
Catherine the Great: Portrait of a Woman,58.55,58.55,58.55,0.0,In stock,Four,4,0,Books,f3c70d296ec796c4,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html
Better Homes and Gardens New Cook Book,39.61,39.61,39.61,0.0,In stock,Three,3,0,Books,faf841f81c52638b,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html
An Unquiet Mind: A Memoir of Moods and Madness,21.3,21.3,21.3,0.0,In stock,Three,3,0,Books,46cb43c2ab133ccc,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
A Year in Provence (Provence #1),56.88,56.88,56.88,0.0,In stock,Four,4,0,Books,9e60929f521fa280,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html
World Without End (The Pillars of the Earth #2),32.97,32.97,32.97,0.0,In stock,Four,4,0,Books,2e5b4ff08a75fd02,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,47.31,47.31,0.0,In stock,Four,4,0,Books,e75f3ae1da1cc652,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,48.67,48.67,0.0,In stock,Two,2,0,Books,759ee7d059b1beb8,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
Where She Went (If I Stay #2),41.73,41.73,41.73,0.0,In stock,Four,4,0,Books,60369d96b7b80869,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,53.68,53.68,0.0,In stock,Four,4,0,Books,163d89116179c33f,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html
Two Summers,14.64,14.64,14.64,0.0,In stock,One,1,0,Books,3a7d54a264d9f33e,https://books.toscrape.com/catalogue/two-summers_415/index.html
This Is Your Brain on Music: The Science of a Human Obsession,38.4,38.4,38.4,0.0,In stock,One,1,0,Books,bc209a900101f28d,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
The Secret Garden,15.08,15.08,15.08,0.0,In stock,Four,4,0,Books,abbb492978ff656d,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html
The Raven King (The Raven Cycle #4),30.57,30.57,30.57,0.0,In stock,Two,2,0,Books,2e4fc5eacceec12c,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html
The Raven Boys (The Raven Cycle #1),57.74,57.74,57.74,0.0,In stock,Four,4,0,Books,e0b3a679b83caccc,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,11.05,11.05,0.0,In stock,Five,5,0,Books,f701fae56b645ef7,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html
The Metamorphosis,28.58,28.58,28.58,0.0,In stock,One,1,0,Books,93379e3a2072a01b,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,42.91,42.91,0.0,In stock,Five,5,0,Books,0d210d2448c3018f,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html
The Little Paris Bookshop,24.73,24.73,24.73,0.0,In stock,Three,3,0,Books,dfd9ff1f343cdaff,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html
The Hiding Place,55.91,55.91,55.91,0.0,In stock,Four,4,0,Books,c4589ee5977a47be,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html
The Grand Design,13.76,13.76,13.76,0.0,In stock,Three,3,0,Books,3213b1f13f5f0f7c,https://books.toscrape.com/catalogue/the-grand-design_405/index.html
The Firm,45.56,45.56,45.56,0.0,In stock,Three,3,0,Books,ad84f18659e6bfe2,https://books.toscrape.com/catalogue/the-firm_404/index.html
The Fault in Our Stars,47.22,47.22,47.22,0.0,In stock,One,1,0,Books,3661360c99719414,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html
The False Prince (The Ascendance Trilogy #1),56.0,56.0,56.0,0.0,In stock,Five,5,0,Books,a2a9f76339d21ab1,https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html
The Expatriates,44.58,44.58,44.58,0.0,In stock,Two,2,0,Books,fe7210553d56c097,https://books.toscrape.com/catalogue/the-expatriates_401/index.html
The Dream Thieves (The Raven Cycle #2),34.5,34.5,34.5,0.0,In stock,One,1,0,Books,fec06f52054ea900,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html
The Darkest Corners,11.33,11.33,11.33,0.0,In stock,Five,5,0,Books,c4182bdb53e2459a,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html
The Crossover,38.77,38.77,38.77,0.0,In stock,Four,4,0,Books,b228042c088b1913,https://books.toscrape.com/catalogue/the-crossover_398/index.html
The 5th Wave (The 5th Wave #1),11.83,11.83,11.83,0.0,In stock,Two,2,0,Books,b716233fcb6877e6,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html
Tell the Wind and Fire,45.51,45.51,45.51,0.0,In stock,Three,3,0,Books,84126312e2431a09,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html
Tell Me Three Things,41.81,41.81,41.81,0.0,In stock,One,1,0,Books,50d5a7b861ed1c54,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,25.15,25.15,0.0,In stock,Four,4,0,Books,1dba84766a5e87b8,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html
Siddhartha,34.22,34.22,34.22,0.0,In stock,Five,5,0,Books,84bb29c53592ac40,https://books.toscrape.com/catalogue/siddhartha_393/index.html
Shiver (The Wolves of Mercy Falls #1),16.23,16.23,16.23,0.0,In stock,Five,5,0,Books,59a8ae019b64f2a7,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html
Remember Me?,11.48,11.48,11.48,0.0,In stock,Three,3,0,Books,2973d38c2fbd7a5c,https://books.toscrape.com/catalogue/remember-me_391/index.html
Red Dragon (Hannibal Lecter #1),23.37,23.37,23.37,0.0,In stock,Three,3,0,Books,e958ae92f328c181,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html
Peak: Secrets from the New Science of Expertise,16.28,16.28,16.28,0.0,In stock,Two,2,0,Books,6036239d2ab349b7,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html
My Mother Was Nuts,31.63,31.63,31.63,0.0,In stock,Four,4,0,Books,a4ce39a3720cd679,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,24.91,24.91,0.0,In stock,Five,5,0,Books,12a90b90283b2e6d,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,22.54,22.54,0.0,In stock,One,1,0,Books,81c68492ccd72941,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,23.63,23.63,0.0,In stock,Four,4,0,Books,5e1a88d248599768,https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html
